-0.509210	0.045743	-9.800370 
-0.528804	0.055360	-9.807822 
-0.523905	0.050509	-9.810217 
-0.516576	0.040822	-9.805240 
-0.504292	0.048196	-9.802818 
-0.519001	0.045651	-9.815053 
-0.504318	0.045795	-9.790586 
-0.514113	0.045711	-9.802826 
-0.514158	0.036006	-9.790539 
-0.516603	0.035980	-9.795431 
-0.509220	0.038425	-9.805202 
-0.514089	0.055449	-9.802898 
-0.506788	0.040920	-9.788113 
-0.509228	0.033548	-9.808087 
-0.504337	0.040937	-9.786140 
-0.521500	0.043270	-9.791090 
-0.519047	0.038395	-9.797898 
-0.531329	0.028572	-9.805187 
-0.509219	0.043316	-9.797910 
-0.528846	0.043206	-9.800403 
-0.533773	0.030988	-9.807654 
-0.516581	0.043278	-9.797929 
-0.514106	0.045697	-9.807712 
-0.516572	0.040815	-9.807682 
-0.523943	0.038349	-9.805241 
-0.519005	0.050548	-9.805318 
-0.526408	0.043246	-9.790625 
-0.511671	0.045744	-9.795490 
-0.509206	0.045736	-9.802814 
-0.509229	0.033549	-9.807609 
-0.511678	0.038419	-9.802765 
-0.523975	0.028624	-9.800282 
-0.514147	0.031096	-9.805161 
-0.526403	0.035901	-9.805228 
-0.509209	0.050633	-9.793077 
-0.506834	0.021436	-9.790411 
-0.516577	0.043270	-9.800371 
-0.521491	0.040810	-9.800365 
-0.514127	0.043290	-9.797922 
-0.506765	0.043328	-9.797903 
-0.509226	0.040881	-9.797892 
-0.506761	0.040873	-9.805214 
-0.506765	0.048218	-9.790610 
-0.514119	0.043276	-9.802808 
-0.521486	0.045693	-9.795516 
-0.506785	0.038472	-9.792980 
-0.514136	0.028634	-9.814914 
-0.501884	0.036063	-9.792949 
-0.519049	0.040843	-9.793030 
-0.518998	0.052982	-9.805336 
-0.511662	0.043282	-9.805244 
-0.509243	0.043356	-9.783252 
-0.496991	0.028777	-9.795325 
-0.519007	0.043217	-9.815035 
-0.509224	0.038432	-9.802759 
-0.506778	0.038459	-9.797867 
-0.511655	0.050607	-9.797970 
-0.501887	0.028731	-9.802667 
-0.514129	0.045738	-9.793054 
-0.531282	0.045609	-9.807756 
-0.509248	0.033584	-9.795394 
-0.504273	0.055500	-9.802873 
-0.516618	0.028669	-9.797820 
-0.519037	0.040822	-9.800359 
-0.511665	0.043288	-9.802801 
-0.514114	0.040821	-9.810119 
-0.519058	0.031076	-9.802730 
-0.519010	0.045665	-9.810167 
-0.514148	0.033544	-9.800292 
-0.521473	0.043224	-9.807713 
-0.501906	0.021427	-9.802612 
-0.518976	0.060280	-9.807833 
-0.516595	0.040856	-9.793024 
-0.514086	0.057891	-9.800473 
-0.511659	0.050613	-9.795527 
-0.504303	0.048217	-9.795489 
-0.509219	0.048205	-9.790617 
-0.521504	0.031051	-9.807622 
-0.521459	0.050535	-9.805325 
-0.519026	0.040802	-9.807688 
-0.511649	0.048151	-9.805281 
-0.509232	0.038446	-9.797873 
-0.511693	0.038446	-9.792993 
-0.509232	0.038446	-9.797873 
-0.514128	0.038400	-9.805215 
-0.499419	0.036055	-9.800272 
-0.504279	0.053065	-9.802855 
-0.516540	0.057878	-9.800480 
-0.519061	0.035974	-9.792994 
-0.514193	0.023839	-9.788005 
-0.509220	0.038425	-9.805202 
-0.521495	0.040817	-9.797923 
-0.501837	0.057989	-9.788226 
-0.511678	0.038419	-9.802765 
-0.504336	0.033602	-9.797824 
-0.521502	0.040831	-9.793036 
-0.511652	0.045710	-9.807705 
-0.504324	0.038471	-9.797860 
-0.504317	0.033567	-9.810039 
-0.504313	0.038450	-9.805189 
-0.511693	0.038446	-9.792993 
-0.523932	0.038329	-9.812569 
-0.519019	0.038347	-9.814999 
-0.516543	0.050548	-9.810198 
-0.506758	0.043314	-9.802789 
-0.523918	0.048088	-9.805313 
-0.509197	0.050612	-9.800406 
-0.521458	0.055426	-9.798032 
-0.504318	0.040906	-9.797878 
-0.506788	0.036031	-9.795405 
-0.516563	0.045691	-9.805276 
-0.519019	0.043237	-9.807706 
-0.511685	0.038433	-9.797879 
-0.519015	0.043230	-9.810149 
-0.509206	0.045736	-9.802814 
-0.506737	0.053060	-9.800418 
-0.506804	0.036057	-9.785634 
-0.521511	0.035954	-9.795444 
-0.519042	0.035939	-9.805209 
-0.514143	0.038427	-9.795443 
-0.528883	0.028598	-9.800294 
-0.531329	0.028572	-9.805187 
-0.511702	0.033570	-9.795400 
-0.514115	0.043269	-9.805251 
-0.511657	0.048164	-9.800394 
-0.521442	0.055398	-9.807803 
-0.504302	0.045768	-9.800357 
-0.528820	0.050497	-9.805344 
-0.501817	0.050617	-9.812601 
-0.528830	0.048069	-9.802882 
-0.499443	0.031206	-9.792907 
-0.519042	0.035939	-9.805209 
-0.528857	0.035889	-9.805235 
-0.531328	0.026124	-9.810055 
-0.511680	0.040868	-9.797897 
-0.519035	0.038374	-9.805227 
-0.514107	0.048145	-9.802844 
-0.506714	0.065248	-9.795623 
-0.521451	0.050522	-9.810210 
-0.511693	0.038446	-9.792993 
-0.501895	0.033635	-9.790488 
-0.519006	0.045658	-9.812610 
-0.519043	0.038387	-9.800341 
-0.526389	0.033433	-9.817424 
-0.506751	0.050639	-9.795514 
-0.511644	0.053034	-9.800430 
-0.526384	0.043205	-9.805283 
-0.514121	0.045725	-9.797940 
-0.509211	0.040854	-9.807663 
-0.521465	0.043211	-9.812598 
-0.519043	0.038387	-9.800341 
-0.519042	0.043278	-9.793048 
-0.506766	0.038438	-9.805196 
-0.506749	0.048190	-9.800382 
-0.521461	0.048094	-9.807749 
-0.528842	0.043200	-9.802846 
-0.521496	0.035927	-9.805216 
-0.514173	0.023805	-9.800220 
-0.506753	0.053087	-9.790647 
-0.516600	0.035974	-9.797874 
-0.514147	0.031096	-9.805161 
-0.523950	0.043253	-9.793061 
-0.509238	0.036012	-9.797855 
-0.526392	0.030992	-9.819848 
-0.516588	0.043291	-9.793042 
-0.509248	0.038473	-9.788101 
-0.528804	0.055360	-9.807822 
-0.526385	0.038316	-9.812574 
-0.526355	0.050489	-9.812665 
-0.509222	0.040874	-9.800334 
-0.519027	0.043250	-9.802820 
-0.516600	0.035974	-9.797874 
-0.533737	0.048044	-9.802896 
-0.519047	0.038395	-9.797898 
-0.516535	0.055424	-9.807791 
-0.519026	0.040802	-9.807688 
-0.514122	0.040834	-9.805233 
-0.504294	0.045754	-9.805243 
-0.514099	0.048132	-9.807730 
-0.511633	0.053014	-9.807759 
-0.519023	0.043243	-9.805264 
-0.521482	0.038348	-9.810120 
-0.526421	0.033487	-9.797881 
-0.523952	0.040812	-9.795486 
-0.516583	0.040835	-9.800353 
-0.501890	0.033628	-9.792931 
-0.521507	0.040837	-9.790594 
-0.519022	0.040795	-9.810131 
-0.519035	0.038374	-9.805227 
-0.519062	0.031083	-9.800286 
-0.521481	0.043238	-9.802827 
-0.521447	0.050515	-9.812653 
-0.526367	0.052958	-9.800468 
-0.521504	0.031051	-9.807622 
-0.501865	0.043367	-9.793003 
-0.516576	0.040822	-9.805240 
-0.528852	0.040771	-9.800385 
-0.519027	0.043250	-9.802820 
-0.516605	0.033539	-9.797856 
-0.519031	0.043257	-9.800377 
-0.514116	0.050608	-9.793090 
-0.509227	0.043329	-9.793023 
-0.521501	0.031044	-9.810065 
-0.506773	0.036003	-9.805178 
-0.506738	0.048170	-9.807711 
-0.514105	0.050587	-9.800419 
-0.528829	0.052959	-9.795589 
-0.504292	0.048196	-9.802818 
-0.521488	0.043252	-9.797941 
-0.526383	0.040757	-9.810150 
-0.499411	0.045821	-9.790573 
-0.531291	0.048071	-9.798003 
-0.514130	0.040848	-9.800346 
-0.514103	0.048139	-9.805287 
-0.511667	0.045737	-9.797934 
-0.509221	0.033536	-9.812494 
-0.531301	0.038304	-9.807702 
-0.509221	0.045764	-9.793041 
-0.518994	0.052976	-9.807778 
-0.516562	0.050582	-9.797983 
-0.511671	0.050633	-9.788198 
-0.516569	0.043257	-9.805258 
-0.519066	0.031091	-9.797844 
-0.514108	0.043256	-9.810137 
-0.514091	0.060347	-9.793162 
-0.504331	0.036036	-9.797842 
-0.501890	0.033628	-9.792931 
-0.526364	0.048061	-9.810205 
-0.501847	0.050672	-9.793057 
-0.504361	0.028752	-9.790459 
-0.531303	0.035863	-9.810127 
-0.516580	0.040829	-9.802796 
-0.519038	0.043271	-9.795491 
-0.506801	0.036051	-9.788076 
