657573319780939562221568.000000	0.988029	0.007714	-0.987012	-0.154267	0.044824	0.045477	0.044824	0.998965
0.000000	0.988030	0.007792	-0.987005	-0.154257	0.045003	0.045666	0.045003	0.998956
-0.153945	0.988049	0.007765	-0.987024	-0.154139	0.045004	0.045663	0.045004	0.998957
-0.153958	0.988046	0.007866	-0.987026	-0.154157	0.044890	0.045566	0.044890	0.998961
-0.153819	0.988070	0.007528	-0.987042	-0.154002	0.045067	0.045689	0.045067	0.998955
-0.153681	0.988090	0.007722	-0.987065	-0.153873	0.045016	0.045668	0.045016	0.998956
-0.153744	0.988079	0.007874	-0.987047	-0.153943	0.045171	0.045845	0.045171	0.998948
-0.153780	0.988074	0.007862	-0.987034	-0.153979	0.045336	0.046006	0.045336	0.998941
-0.153639	0.988095	0.008023	-0.987049	-0.153845	0.045449	0.046142	0.045449	0.998934
-0.153416	0.988130	0.007942	-0.987086	-0.153619	0.045411	0.046092	0.045411	0.998937
-0.153306	0.988145	0.008124	-0.987087	-0.153518	0.045746	0.046451	0.045746	0.998920
-0.153082	0.988181	0.008014	-0.987115	-0.153289	0.045900	0.046586	0.045900	0.998914
-0.152980	0.988198	0.007898	-0.987119	-0.153182	0.046157	0.046822	0.046157	0.998903
-0.152985	0.988198	0.007841	-0.987105	-0.153184	0.046467	0.047120	0.046467	0.998889
-0.153235	0.988158	0.007977	-0.987066	-0.153441	0.046448	0.047122	0.046448	0.998889
-0.153215	0.988161	0.007901	-0.987070	-0.153417	0.046429	0.047092	0.046429	0.998890
-0.153083	0.988181	0.008015	-0.987080	-0.153291	0.046631	0.047309	0.046631	0.998880
-0.152977	0.988196	0.008162	-0.987102	-0.153191	0.046498	0.047199	0.046498	0.998885
-0.153434	0.988123	0.008379	-0.987027	-0.153658	0.046552	0.047286	0.046552	0.998881
-0.153514	0.988111	0.008384	-0.987023	-0.153738	0.046372	0.047110	0.046372	0.998889
-0.153312	0.988142	0.008379	-0.987050	-0.153536	0.046457	0.047193	0.046457	0.998885
-0.153590	0.988101	0.008209	-0.987016	-0.153806	0.046291	0.047003	0.046291	0.998894
-0.153364	0.988136	0.008199	-0.987053	-0.153580	0.046251	0.046962	0.046251	0.998896
-0.153402	0.988128	0.008375	-0.987050	-0.153625	0.046166	0.046905	0.046166	0.998899
-0.153453	0.988121	0.008272	-0.987042	-0.153672	0.046193	0.046915	0.046193	0.998898
