-0.998175	-0.059624	0.009607	0.059866	-0.997835	0.027251	0.007961	0.027251	0.999583
-0.998153	-0.059951	0.009811	0.060196	-0.997822	0.026979	0.008172	0.026979	0.999588
-0.998116	-0.060525	0.010046	0.060774	-0.997794	0.026710	0.008407	0.026710	0.999593
-0.998108	-0.060673	0.009994	0.060920	-0.997788	0.026602	0.008358	0.026602	0.999596
-0.998100	-0.060855	0.009644	0.061094	-0.997772	0.026811	0.007991	0.026811	0.999594
-0.998104	-0.060789	0.009673	0.061028	-0.997778	0.026724	0.008027	0.026724	0.999596
-0.998108	-0.060726	0.009638	0.060962	-0.997789	0.026471	0.008009	0.026471	0.999603
-0.998104	-0.060832	0.009341	0.061059	-0.997786	0.026370	0.007716	0.026370	0.999608
-0.998106	-0.060838	0.009163	0.061062	-0.997782	0.026529	0.007529	0.026529	0.999606
-0.998088	-0.061100	0.009304	0.061327	-0.997770	0.026347	0.007673	0.026347	0.999609
-0.998066	-0.061434	0.009458	0.061662	-0.997757	0.026062	0.007836	0.026062	0.999615
-0.998028	-0.062060	0.009402	0.062284	-0.997727	0.025710	0.007785	0.025710	0.999625
-0.998048	-0.061747	0.009389	0.061968	-0.997753	0.025487	0.007794	0.025487	0.999631
-0.998031	-0.061969	0.009695	0.062199	-0.997736	0.025576	0.008088	0.025576	0.999626
-0.998038	-0.061886	0.009508	0.062110	-0.997747	0.025347	0.007918	0.025347	0.999633
-0.998042	-0.061797	0.009641	0.062024	-0.997753	0.025325	0.008055	0.025325	0.999632
-0.998042	-0.061804	0.009585	0.062027	-0.997759	0.025084	0.008014	0.025084	0.999639
-0.998042	-0.061788	0.009685	0.062011	-0.997768	0.024773	0.008132	0.024773	0.999646
-0.998028	-0.062001	0.009810	0.062227	-0.997758	0.024637	0.008260	0.024637	0.999648
-0.998051	-0.061640	0.009769	0.061862	-0.997789	0.024302	0.008250	0.024302	0.999657
-0.998058	-0.061512	0.009854	0.061734	-0.997802	0.024089	0.008351	0.024089	0.999661
-0.998066	-0.061378	0.009854	0.061600	-0.997810	0.024094	0.008354	0.024094	0.999661
-0.998064	-0.061414	0.009849	0.061639	-0.997801	0.024375	0.008331	0.024375	0.999654
-0.998076	-0.061269	0.009500	0.061485	-0.997809	0.024442	0.007982	0.024442	0.999656
-0.998062	-0.061501	0.009466	0.061715	-0.997798	0.024287	0.007951	0.024287	0.999660
-0.998003	-0.062297	0.010499	0.062542	-0.997731	0.024915	0.008923	0.024915	0.999634
-0.997987	-0.062504	0.010712	0.062754	-0.997719	0.024899	0.009132	0.024899	0.999632
-0.997991	-0.062505	0.010341	0.062746	-0.997719	0.024890	0.008762	0.024890	0.999637
-0.997987	-0.062571	0.010382	0.062815	-0.997709	0.025125	0.008786	0.025125	0.999630
-0.997990	-0.062570	0.010099	0.062804	-0.997716	0.024852	0.008521	0.024852	0.999640
-0.997976	-0.062757	0.010314	0.062998	-0.997701	0.024999	0.008721	0.024999	0.999634
-0.997975	-0.062812	0.010086	0.063048	-0.997697	0.025011	0.008492	0.025011	0.999636
-0.997988	-0.062592	0.010121	0.062829	-0.997709	0.025077	0.008528	0.025077	0.999634
-0.997974	-0.062835	0.010005	0.063070	-0.997690	0.025247	0.008396	0.025247	0.999631
-0.997965	-0.062994	0.009886	0.063224	-0.997686	0.025025	0.008287	0.025025	0.999638
-0.997949	-0.063223	0.010060	0.063457	-0.997671	0.025003	0.008456	0.025003	0.999637
-0.997946	-0.063289	0.009924	0.063521	-0.997663	0.025158	0.008309	0.025158	0.999634
-0.997959	-0.063104	0.009780	0.063330	-0.997682	0.024908	0.008186	0.024908	0.999642
-0.997962	-0.063070	0.009707	0.063294	-0.997686	0.024820	0.008119	0.024820	0.999645
-0.997976	-0.062893	0.009403	0.063109	-0.997700	0.024738	0.007825	0.024738	0.999650
-0.997976	-0.062923	0.009226	0.063134	-0.997701	0.024659	0.007653	0.024659	0.999653
-0.997983	-0.062823	0.009146	0.063034	-0.997701	0.024912	0.007560	0.024912	0.999647
-0.997992	-0.062647	0.009335	0.062862	-0.997713	0.024858	0.007756	0.024858	0.999647
-0.997989	-0.062702	0.009266	0.062914	-0.997713	0.024709	0.007696	0.024709	0.999652
-0.997989	-0.062724	0.009218	0.062933	-0.997716	0.024555	0.007656	0.024555	0.999656
