timestamp,omega_x,omega_y,omega_z,alpha_x,alpha_y,alpha_z
1813739077632,-90.2500,-24.0625,34.5625,-3.0700,-1.0200,1.4000
1813719941120,-92.3750,-22.3125,35.5000,-3.1700,-1.0700,1.4100
1813739995136,-91.7500,-19.3750,28.3750,-3.3100,-1.0800,1.2900
1813760049152,-93.9375,-17.9375,24.9375,-3.3700,-0.7700,1.4200
1813779972096,-98.8125,-16.6250,23.6875,-3.2400,-0.7000,1.6600
1813799895040,-103.2500,-15.0000,24.1875,-3.2700,-1.1200,1.3100
1813819031552,-87.9375,-17.1250,20.3750,-3.3500,-1.6400,1.1400
1813838954496,-71.8125,-18.2500,16.8125,-3.3500,-1.6400,1.1400
1813859008512,-73.6250,-16.4375,11.9375,-3.2700,-0.6900,1.7900
1813878931456,-69.2500,-13.3125,11.2500,-3.1800,-1.2700,1.1400
1813898985472,-40.4375,-5.5000,9.8125,-3.2800,-1.1700,0.9100
1813918908416,-28.4375,-2.0000,10.1875,-3.2300,-1.0700,1.1200
1813920088064,-15.1875,2.0000,11.0000,-3.1400,-1.1000,1.2200
1813940011008,2.5000,10.9375,14.1875,-2.8700,-1.1200,1.3100
1813960065024,13.1250,19.1875,21.6875,-2.9500,-1.0600,1.1600
1813979987968,14.2500,32.5000,31.9375,-3.0400,-0.5200,1.2800
1814000041984,4.5625,41.3750,39.0625,-3.1000,-0.7900,1.0200
1814019964928,26.6875,54.0000,42.8750,-3.4100,-0.6600,0.9200
1814040018944,40.9375,58.5625,43.4375,-3.4100,-0.6600,0.9200
1814060072960,57.9375,61.8125,42.8750,-3.4500,-1.0900,1.1300
1814079995904,85.8125,64.0625,40.6875,-3.2600,-1.0600,1.1100
1814099918848,70.6250,61.8750,38.4375,-3.3500,-0.1800,1.4400
1814119972864,37.9375,57.3125,38.6875,-3.3400,-0.6800,0.9800
1814119055360,36.7500,53.4375,33.5000,-3.5700,-0.7100,1.1800
1814138978304,52.8125,51.1250,28.5000,-3.4100,-0.6500,1.0100
1814159032320,66.8750,52.1875,27.3125,-3.3300,-0.6000,0.9300
1814178955264,70.3125,49.8125,25.9375,-3.3900,-0.2900,1.1500
1814199009280,37.8750,43.3750,23.1250,-3.4000,-0.1200,1.2500
1814219980800,23.3125,34.4375,18.4375,-3.5600,-0.3500,1.0900
1814240034816,35.6250,30.5625,15.1875,-3.4500,-0.4900,0.7000
1814259957760,59.8750,31.0625,13.4375,-3.3500,-0.5400,0.7200
1814279880704,65.8125,32.3125,14.1875,-3.3500,-0.1400,0.9300
1814299934720,47.5625,28.6250,14.1875,-3.3700,-0.0200,0.9400
1814318940160,37.8125,24.8125,13.1250,-3.4100,-0.2700,0.2600
1814338994176,43.3125,24.3125,11.3750,-3.4100,-0.2900,0.4700
1814359048192,53.3750,24.1250,11.1875,-3.3400,-0.1800,0.6500
1814378971136,61.8125,26.5000,13.2500,-3.2700,-0.3300,0.6000
1814398894080,69.7500,28.1250,12.5000,-3.2700,-0.1400,0.5800
1814419996672,54.3750,27.0625,10.7500,-3.3700,0.0700,0.6200
1814440050688,54.3750,27.0625,10.7500,-3.3700,0.0700,0.6200
1814460104704,31.6250,23.7500,8.3750,-3.4600,0.0000,0.4300
1814480027648,32.8125,21.6875,6.8750,-3.3700,-0.1700,0.3300
1814499950592,45.6250,21.2500,6.7500,-3.2100,-0.1500,0.3500
1814520004608,55.0000,20.1250,6.1250,-3.1100,0.0300,0.2000
1814540058624,40.0000,17.4375,4.6875,-3.1200,0.1200,0.2400
1814520004608,40.0000,17.4375,4.6875,-3.1200,0.1200,0.2400
1814540058624,22.9375,15.3125,3.4375,-3.2200,0.0200,0.1700
1814560112640,32.9375,13.3750,1.6250,-2.8800,-0.0400,0.2100
1814579904512,32.9375,13.3750,1.6250,-2.8200,-0.0800,0.2200
1814599958528,32.1250,13.1250,2.1875,-2.7700,0.0000,0.2400
1814618963968,21.8750,11.6875,3.6875,-2.6600,0.0000,0.1600
1814639017984,14.3750,10.8125,4.3125,-2.5500,0.0000,0.2000
1814659072000,11.9375,11.0000,4.5625,-2.4700,-0.0400,0.2000
1814678994944,17.5000,9.3125,4.3125,-2.1900,-0.0300,0.1100
1814698917888,24.0625,7.3750,6.1875,-2.0000,-0.0900,0.0300
1814718971904,26.5625,4.9375,8.7500,-1.9300,0.0400,0.0400
1814720020480,20.0625,5.9375,10.0625,-2.0400,0.0100,0.0200
1814739943424,10.5000,7.5625,11.7500,-1.9500,0.1600,0.0600
1814759997440,8.3125,6.5625,11.6250,-1.7800,-0.0600,-0.1400
1814779920384,14.2500,5.5000,12.8125,-1.7400,-0.0600,-0.0200
1814799974400,22.1875,5.8125,14.7500,-1.6000,0.0400,0.0600
1814818979840,11.4375,7.1250,15.4375,-1.7700,0.3300,0.0100
1814839033856,2.3750,8.8750,14.5000,-1.7800,0.2800,-0.2100
1814858956800,3.4375,7.9375,13.7500,-1.6500,0.0000,-0.0300
1814878879744,10.0000,5.6250,14.8125,-1.5800,-0.0600,-0.0300
1814898933760,20.1875,3.7500,16.5000,-1.3700,-0.0600,-0.1000
1814918987776,14.6250,3.8125,16.1250,-1.5500,0.2500,0.0700
1814920036352,14.6250,3.8125,16.1250,-1.6100,0.3100,-0.0200
1814940090368,-3.6250,4.1250,15.0625,-1.3600,0.1300,-0.2300
1814960144384,-10.8750,3.5625,15.9375,-1.2700,0.0800,-0.3000
1814979936256,1.6875,4.3125,16.8750,-1.2600,-0.2100,-0.1300
1814999990272,15.8750,6.2500,16.3750,-1.2600,0.0100,0.0000
1815020044288,15.1875,6.7500,18.0000,-1.2500,0.3200,-0.0600
1815040098304,5.6875,5.3750,18.2500,-1.3400,-0.1400,0.0300
1815060021248,-6.1250,3.3750,17.1875,-1.2600,0.1900,-0.1300
1815079944192,-2.0625,3.9375,18.8125,-1.1300,0.2300,-0.2800
1815099998208,4.3125,3.3750,20.4375,-1.0700,-0.2200,0.0000
1815120052224,6.1250,1.9375,20.7500,-1.0800,0.2100,-0.2300
1815119003648,6.1250,1.9375,20.7500,-1.0800,0.2300,-0.0800
1815139057664,-0.5625,2.1875,20.4375,-1.0400,0.2600,-0.2100
1815159111680,-9.6250,1.6250,19.8125,-1.1400,0.2100,-0.2100
1815178903552,-7.6250,1.8750,17.9375,-0.9600,0.1800,-0.1400
1815198957568,-1.7500,1.7500,16.5000,-0.9400,0.0800,-0.0300
1815219929088,2.8750,2.1250,15.0625,-0.8700,0.0400,-0.0400
1815239983104,3.1250,3.1250,14.1875,-0.8200,0.1700,-0.1300
1815260037120,-2.1250,3.3125,13.5000,-0.7300,0.1900,-0.2100
1815279960064,-4.8125,3.1250,12.0000,-0.7000,0.1300,-0.2900
1815299883008,-1.6875,3.0000,12.3750,-0.6400,0.0400,-0.2300
1815319019520,0.9375,2.6875,13.8750,-0.4300,-0.2100,-0.2900
1815338942464,-2.3125,2.5000,15.0000,-0.5600,0.0800,-0.1200
1815358996480,-5.4375,1.0625,13.7500,-0.6300,0.2100,-0.2500
1815378919424,0.5625,1.1250,13.6250,-0.5100,0.2100,-0.3800
1815398973440,1.4375,1.8125,13.6250,-0.6100,0.0300,-0.2500
1815420076032,5.5000,-0.3750,13.3750,-0.5300,0.0300,-0.1700
1815439998976,4.7500,-0.5625,12.8125,-0.7800,0.1200,0.1900
1815460052992,7.5000,0.6875,12.6875,-0.6100,-0.0800,-0.0100
1815479975936,16.0625,2.8125,12.1250,-0.6100,-0.1300,0.0100
1815500029952,22.1250,7.6250,11.1875,-0.6200,0.2100,-0.1900
1815520083968,24.0625,9.8125,10.3125,-0.7600,-0.0900,0.1600
1815540006912,25.0000,15.8750,8.3125,-0.6300,0.1300,-0.0300
1815560060928,27.6250,17.1875,6.7500,-0.5500,-0.0300,-0.0300
1815520083968,29.1250,19.3125,2.8125,-0.6200,-0.0100,0.0600
1815540006912,22.3125,21.9375,-1.3125,-0.5700,0.2900,-0.2800
1815560060928,13.0000,25.4375,-6.2500,-0.5400,0.1900,-0.2600
1815579983872,13.0000,27.3125,-12.0625,-0.4500,0.3100,-0.3400
1815600037888,16.2500,29.6250,-17.1875,-0.5600,0.2400,-0.3100
1815619960832,14.6875,29.7500,-19.8125,-0.5700,0.0700,-0.1400
1815619043328,14.6875,29.7500,-19.8125,-0.5500,0.0100,-0.1400
1815639097344,8.1875,25.5000,-19.4375,-0.4900,0.2500,-0.0200
1815659020288,2.1875,19.2500,-20.2500,-0.3900,0.1200,-0.1200
1815678943232,7.4375,13.3125,-22.7500,-0.3800,0.0400,-0.1400
1815698997248,12.5625,11.0625,-28.7500,-0.6000,0.3400,-0.1300
1815719051264,5.6250,10.3125,-35.2500,-0.4400,0.2100,-0.2900
1815719968768,2.8750,9.4375,-38.0000,-0.3200,0.0600,-0.5100
1815740022784,3.3125,3.3750,-41.0000,-0.2100,0.0400,-0.4300
1815759945728,1.5000,-5.3750,-40.2500,-0.2800,0.0400,-0.1200
1815779868672,-6.3750,-12.3750,-36.1875,-0.3700,-0.0200,-0.0400
1815799922688,-12.6250,-17.3125,-34.6250,-0.4200,0.1600,-0.2400
1815819976704,-7.4375,-22.1875,-34.8125,-0.4900,0.1300,-0.0500
1815818928128,-5.3125,-24.3125,-35.6875,-0.4900,0.1300,-0.0500
1815838982144,-5.1875,-26.2500,-36.3750,-0.3800,0.0800,-0.2200
1815859036160,-6.0625,-32.9375,-35.5000,-0.3000,-0.1200,-0.1800
1815878959104,-7.4375,-36.0000,-35.7500,-0.5700,0.0700,0.0000
1815898882048,-12.3125,-37.2500,-36.3125,-0.5300,0.0800,0.0900
1815919984640,-12.4375,-41.8750,-35.8750,-0.2700,-0.0600,-0.1500
1815940038656,-6.8125,-44.2500,-34.4375,-0.3200,-0.0600,-0.3600
1815960092672,0.1875,-52.3125,-30.5625,-0.3900,-0.0900,-0.1300
1815980015616,-4.5000,-52.7500,-27.2500,-0.4800,0.0300,0.1700
1815999938560,-3.8750,-53.3125,-26.5625,-0.4900,-0.0900,-0.1500
1816019992576,9.5000,-58.5625,-24.9375,-0.3800,-0.0700,-0.1500
1816019992576,9.5000,-58.5625,-24.9375,-0.2700,-0.2500,-0.1400
1816040046592,13.1250,-61.0625,-20.3750,-0.2200,-0.1100,-0.1600
1816060100608,10.3125,-60.7500,-16.1875,-0.5100,-0.0900,0.1400
1816079892480,7.1250,-53.6250,-13.6250,-0.6300,0.1300,-0.0300
1816099946496,15.6250,-51.1875,-13.3125,-0.5900,-0.4700,-0.3600
1816119083008,42.0625,-53.3750,-16.5625,-0.6300,-0.2200,-0.1600
1816139005952,56.5625,-53.4375,-20.0625,-0.4400,-0.0200,0.1500
1816159059968,48.6250,-51.7500,-20.6250,-0.3100,-0.1500,0.1700
1816178982912,38.9375,-45.5000,-18.8125,-0.3300,0.0000,-0.0300
1816199036928,32.0625,-42.2500,-15.8125,-0.0200,-0.0400,-0.2000
1816218959872,26.1250,-42.6875,-10.2500,-0.9400,0.8400,-0.1500
1816220008448,26.1250,-42.6875,-10.2500,-0.9400,0.8400,-0.1500
1816239931392,3.8125,-40.0625,-0.1250,-0.8700,0.7200,0.3100
1816259985408,-13.0000,-37.0625,3.6250,-0.6700,0.0100,0.2200
1816279908352,-17.6875,-38.9375,1.1875,-0.4600,0.0800,-0.0600
1816299962368,-5.3750,-39.1250,-0.8125,-0.2400,0.1500,0.0100
1816318967808,-16.9375,-41.1250,3.5625,-0.4800,-0.0500,-0.0200
1816339021824,-16.0000,-39.6250,4.1875,-0.4600,-0.0800,-0.1400
1816358944768,-22.1250,-36.8750,5.5625,-0.4200,-0.0100,0.1100
1816378867712,-23.4375,-34.7500,6.5000,-0.2200,-0.0700,0.0100
1816398921728,-26.0625,-35.5625,7.1250,-0.3800,0.0000,-0.1200
1816420024320,-25.5625,-35.8750,8.0000,-0.5900,-0.0800,-0.2300
1816440078336,-23.5000,-35.3750,8.0625,-0.5700,-0.1000,-0.1000
1816460132352,-15.4375,-30.5000,7.7500,-0.4300,-0.0700,-0.1400
1816479924224,-16.4375,-24.8125,9.1875,-0.2300,0.2900,-0.2900
1816499978240,-23.0625,-16.5000,11.6250,-0.3800,0.0500,-0.0600
1816520032256,-21.7500,-9.5000,11.0000,-0.4900,-0.0600,-0.1800
1816520032256,-21.7500,-9.5000,11.0000,-0.4100,0.1500,-0.2000
1816540086272,-21.6875,-1.4375,12.3750,-0.0500,0.0900,-0.1900
1816560009216,-14.6875,8.8750,14.3125,-0.1700,0.0200,-0.4000
1816579932160,-0.3125,21.1875,16.0000,-0.1700,-0.1100,-0.2600
1816599986176,9.5000,32.8125,18.3750,-0.4900,0.0700,-0.2800
1816618991616,1.5625,38.3750,21.5000,-0.3800,0.1000,-0.3500
1816639045632,-2.8750,41.8125,23.2500,-0.3200,0.1500,-0.2000
1816659099648,-10.5000,52.1250,27.8750,-0.3100,0.1900,0.1000
1816678891520,-18.8125,60.6250,27.2500,-0.6500,0.0400,-0.0100
1816698945536,-19.3750,65.0000,26.1250,-0.7100,-0.0900,-0.3200
1816719917056,5.8750,65.0625,23.3750,-0.7100,-0.2400,-0.6100
1816739971072,5.8750,65.0625,23.3750,-0.6700,-0.1800,-0.3200
1816760025088,2.5625,62.4375,23.6250,-0.5400,-0.2100,-0.1700
1816779948032,-19.2500,55.6875,23.6875,-0.8500,0.0700,-0.1200
1816799870976,-4.8750,56.0625,18.8125,-0.8200,0.1000,0.0000
1816819924992,3.5625,58.0000,16.9375,-0.5300,0.1000,0.1200
1816839979008,19.2500,60.1875,15.2500,-0.4300,-0.0600,0.1100
1816819007488,24.5625,61.6875,14.8750,-0.4400,-0.0900,0.1400
1816838930432,19.6250,61.6250,15.8125,-0.5100,0.1800,0.0000
1816858984448,10.7500,59.6875,16.0000,-0.6300,0.1300,-0.0400
1816878907392,5.3125,59.1875,13.8750,-0.6200,0.2000,0.1700
1816898961408,2.1875,59.5000,13.5000,-0.4300,0.0300,0.2500
1816920064000,11.0000,59.8750,12.8750,-0.5500,-0.2300,0.0600
1816940118016,26.0000,58.6875,11.1250,-0.5100,0.2200,-0.2000
1816960040960,11.3125,56.7500,8.1875,-0.5400,0.2600,-0.0700
1816979963904,-3.6875,55.6250,6.8125,-0.6500,0.2600,0.1100
1817000017920,-14.3750,54.2500,5.5625,-0.5400,0.0800,-0.2100
1817020071936,-13.8750,53.5625,3.5625,-0.6000,-0.0600,-0.0700
1817020071936,-13.8750,53.5625,3.5625,-0.6000,-0.0600,-0.0700
1817039994880,-2.7500,56.1875,0.8125,-0.4500,-0.1500,0.1500
1817060048896,-0.6250,59.8125,0.4375,-0.5400,0.0900,-0.0400
1817079971840,-4.5625,63.0000,-1.3750,-0.3300,-0.0400,-0.2300
1817100025856,-4.3750,59.6250,-2.0000,-0.5800,0.1800,-0.1900
1817119948800,-10.3125,53.6875,-1.8750,-0.4700,-0.0400,-0.2100
1817119031296,-10.3125,53.6875,-1.8750,-0.4700,-0.0400,-0.2100
1817139085312,-1.6875,47.0000,-2.0625,-0.4000,-0.0100,0.0000
1817159008256,1.8125,42.4375,-2.1875,-0.4800,0.0900,-0.0200
1817178931200,-1.3125,40.1250,-3.5625,-0.4700,0.0600,-0.1600
1817198985216,1.1250,37.5625,-4.5000,-0.2500,0.0200,-0.0700
1817219956736,2.0000,36.1250,-4.2500,-0.4000,0.0500,0.0300
1817240010752,2.3125,33.9375,-3.8750,-0.3500,0.0000,-0.0800
1817260064768,2.8125,30.5000,-3.5000,-0.2400,-0.0100,0.0000
1817279856640,-1.7500,26.7500,-2.6875,-0.1300,-0.1000,-0.1000
1817299910656,1.0625,21.3125,-2.9375,-0.1500,0.1700,0.0200
1817318916096,-2.6875,13.6250,-2.8750,-0.1300,0.2600,-0.1200
1817338970112,-7.1875,4.5000,-4.5625,-0.1700,0.2200,-0.0700
1817359024128,-4.4375,-9.8125,-7.5625,-0.0300,0.1100,0.0400
1817378947072,-1.8750,-14.2500,-8.0625,-0.0300,0.1400,0.0300
1817398870016,0.3125,-25.3750,-9.5000,-0.1200,0.2900,0.0500
1817418924032,-1.2500,-37.1250,-13.1250,-0.3100,0.2000,0.0600
1817420103680,-2.6875,-42.6875,-15.0625,-0.2100,0.0000,0.1700
1817440026624,-5.3750,-50.6875,-17.5000,0.0000,-0.0600,0.0000
1817460080640,-6.8750,-57.1875,-18.0000,-0.0600,-0.1400,-0.1400
1817480003584,7.9375,-64.5625,-17.8750,-0.0300,-0.1500,-0.3600
1817500057600,11.4375,-70.5000,-17.0625,-0.1400,0.0300,-0.2600
1817519980544,1.3125,-77.4375,-15.9375,-0.3700,0.0400,-0.1100
1817519980544,1.3125,-77.4375,-15.9375,-0.3700,0.0400,-0.1100
1817540034560,-13.7500,-79.3125,-16.5625,-0.4900,0.0200,-0.2800
1817560088576,-14.3125,-76.5000,-17.3125,-0.3900,-0.2500,-0.1300
1817580011520,-9.3750,-74.5625,-17.8125,-0.5400,0.0200,0.0000
1817599934464,-24.5000,-75.9375,-19.8125,-0.5500,0.1800,-0.0300
1817619988480,-25.6875,-76.8125,-21.3125,-0.2700,-0.2000,-0.2100
1817640042496,-10.1250,-70.2500,-20.6875,-0.6500,-0.1600,0.6800
1817660096512,-7.8750,-56.5625,-23.5625,-0.8600,0.1700,0.9500
1817619070976,-17.3125,-48.7500,-24.3125,-0.2000,-0.1200,0.0600
1817638993920,-15.1250,-47.3125,-23.3125,-0.4400,-0.2100,-0.1100
1817659047936,-12.5000,-50.5000,-23.8125,-0.4100,0.0800,-0.0800
1817678970880,-17.7500,-52.1250,-23.7500,-0.6100,0.2600,0.0300
1817699024896,-16.8750,-47.1250,-24.5000,-0.4100,0.1400,0.0000
1817719996416,-14.1875,-44.8750,-24.1875,-0.2700,-0.0500,-0.3200
1817740050432,0.6250,-44.3750,-22.3750,-0.3800,-0.1800,-0.4300
1817759973376,-0.1250,-47.6875,-21.0625,-0.5100,0.1300,-0.4000
1817779896320,-3.5625,-48.8125,-20.0000,-0.4000,-0.0900,-0.2000
1817799950336,-4.6250,-39.8750,-21.8750,-0.1100,0.5700,0.5800
1817818955776,-14.4375,-32.7500,-23.3750,-0.4300,0.5800,0.2500
1817839009792,-28.6250,-24.6250,-24.1875,-0.8700,-0.3300,-0.2800
1817859063808,-4.9375,-12.6875,-28.4375,-0.3600,-0.1100,-0.2600
1817878855680,-2.2500,-8.8750,-28.5625,-0.2300,0.1100,-0.0100
1817898909696,-7.3125,-1.1875,-28.3750,-0.3900,0.0700,-0.1600
1817940066304,-7.8750,1.1250,-28.8750,-0.4600,-0.0500,-0.4200
1817960120320,2.5625,6.8750,-29.1875,-0.2500,-0.1300,-0.5300
1817980043264,16.8750,14.1250,-29.1875,-0.2200,-0.2000,-0.6700
1817999966208,29.5000,21.5000,-28.7500,-0.3500,0.1500,-0.3900
1818020020224,42.0625,30.1875,-26.6250,-0.2200,-0.0700,-0.2500
1818040074240,38.1250,31.6250,-24.5000,0.0000,0.3400,-0.0100
1818020020224,28.6250,31.2500,-21.0625,0.0000,0.3400,-0.0100
1818040074240,10.0000,28.1875,-14.5000,-0.1200,0.1800,0.2200
1818059997184,-2.3125,21.1250,-9.3750,-0.3200,0.3100,0.1600
1818079920128,3.5625,18.6250,-6.2500,-0.6200,0.0400,0.0200
1818099974144,3.0625,16.6875,-5.3750,-0.2200,0.1900,0.1800
1818118979584,-1.3750,18.2500,0.1250,-0.2100,0.0700,0.2100
1818139033600,-1.3750,18.2500,0.1250,-0.2000,0.0100,0.1600
1818159087616,-10.2500,20.1250,5.3125,-0.2200,0.0400,0.1200
1818179010560,-10.8125,22.8750,12.3125,-0.0800,0.0900,0.0900
1818198933504,4.7500,26.3125,22.4375,0.1700,0.0500,0.1800
1818218987520,16.5000,29.8125,35.0000,-0.0700,-0.1600,0.0000
1818220036096,19.3125,31.4375,40.9375,-0.2300,-0.2400,-0.0900
1818239959040,18.6875,31.8125,54.5000,-0.4300,-0.1200,-0.3900
1818260013056,16.4375,30.1250,64.6250,-0.2700,0.1900,-0.4900
1818279936000,16.4375,30.4375,70.0000,-0.1100,-0.0900,-0.1900
1818299990016,3.8750,36.7500,82.0625,-0.6700,0.1400,-0.0700
1818318995456,3.8750,36.7500,82.0625,-0.6700,0.1400,-0.0700
1818339049472,-6.4375,35.9375,81.9375,-0.7800,0.2500,0.0300
1818358972416,-15.5000,32.9375,81.2500,-0.8400,0.4300,-0.0500
1818378895360,-7.1875,32.5625,81.6875,-0.4100,0.3000,-0.1600
1818398949376,-1.4375,31.7500,82.3750,-0.6200,0.3800,0.0000
1818419003392,-25.1875,27.7500,77.5000,-0.8100,0.4300,-0.0900
1818438926336,-41.5000,25.0000,73.6250,-0.5300,0.0000,-0.2700
1818420051968,-49.4375,22.0000,71.5000,-0.3900,-0.1300,-0.2700
1818440105984,-28.0625,15.2500,70.8750,0.0300,-0.4800,-0.1500
1818460028928,46.9375,14.0000,77.3125,-0.5600,-0.0200,0.6100
1818479951872,63.6250,21.1250,77.3750,-1.0500,1.0600,-0.3300
1818500005888,-50.0000,21.5000,71.3750,-0.6200,-0.2300,-0.7300
1818520059904,-68.5625,19.5625,67.8750,-0.1200,-0.4800,0.2500
1818539982848,-12.9375,21.1250,66.1250,-0.0800,-0.0900,0.3700
1818560036864,30.6875,29.3125,62.8750,-0.3400,0.1100,0.1700
1818579959808,51.6250,29.5625,55.6875,-0.6600,1.0900,0.0300
1818600013824,-0.3125,26.8750,47.3750,-0.3400,0.4900,-0.3500
1818619936768,-18.1250,21.5625,37.5000,-0.0100,-0.1800,-0.2300
1818619019264,-18.1250,21.5625,37.5000,-0.0100,-0.1800,-0.2300
1818639073280,3.2500,26.7500,34.3125,0.1700,-0.3600,-0.0100
1818658996224,32.5625,33.0000,30.0000,-0.0700,-0.3800,0.1300
1818678919168,32.4375,34.2500,22.0625,-0.3900,0.5400,-0.0700
1818698973184,-3.4375,32.9375,15.5000,-0.2000,0.0000,-0.1900
1818719944704,-11.7500,29.6875,7.9375,-0.1100,-0.1700,0.1000
1818739998720,-8.5625,29.3750,1.1250,-0.1200,-0.0100,0.0900
1818760052736,-1.7500,36.1250,-18.0625,-0.2500,0.4700,-0.1100
1818779844608,-1.7500,36.1250,-18.0625,-0.2500,0.4700,-0.1100
1818799898624,-17.1250,33.5625,-29.8750,-0.1200,0.5100,-0.2800
1818819035136,-16.6875,28.5625,-40.8750,-0.1500,0.2200,0.1200
1818838958080,-16.6875,28.5625,-40.8750,-0.1500,0.2200,0.1200
1818859012096,-18.1250,27.5000,-49.0000,-0.1700,0.0500,0.0600
1818878935040,-8.6875,29.0000,-55.5000,-0.1400,-0.2500,-0.0500
1818898989056,5.6875,27.7500,-59.6875,-0.1500,0.1000,0.0000
1818918912000,-1.6250,20.4375,-64.5625,-0.0700,0.3000,-0.3300
1818920091648,-6.1875,10.9375,-68.6250,0.0200,0.0100,-0.4100
1818940014592,-6.1875,10.9375,-68.6250,0.0200,0.0100,-0.4100
1818960068608,-9.8750,1.8125,-72.0625,-0.1100,-0.1300,-0.2100
1818979991552,-7.7500,-4.3750,-73.1875,-0.1800,-0.2500,0.0000
1819000045568,1.5000,-6.1875,-72.6250,-0.1900,-0.3100,0.0600
1819019968512,5.9375,-14.5625,-69.8125,0.0700,0.0100,-0.0200
1819019968512,7.0625,-19.0000,-68.5625,0.1300,0.0000,-0.1700
1819040022528,-4.2500,-29.5000,-64.8125,0.0400,-0.0500,-0.2200
1819060076544,-27.6875,-41.5625,-61.1250,0.4500,-0.1400,-0.7000
1819079999488,-37.0625,-47.0000,-58.4375,-0.2000,-0.5500,-0.2800
1819099922432,-26.8750,-38.6875,-62.8125,-1.5100,0.1500,0.4800
1819119058944,-17.3750,-34.1250,-68.2500,-0.5400,0.4100,-0.0100
1819138981888,-11.5000,-35.7500,-65.0000,0.1200,-0.4600,-0.2300
1819159035904,1.6875,-39.7500,-60.8125,0.0000,-0.4100,0.0100
1819178958848,-10.6250,-44.3750,-52.2500,-0.4800,-0.2400,0.8400
1819199012864,-16.4375,-40.8750,-46.2500,-0.7100,-0.2500,0.9400
1819219984384,-5.1875,-37.0000,-45.1250,-0.8300,0.0100,0.5600
1819240038400,6.6250,-33.4375,-43.7500,-0.8300,0.1100,0.3300
1819259961344,18.1250,-33.1875,-41.4375,-0.6200,0.1000,-0.1600
1819279884288,22.1250,-37.4375,-39.7500,-0.5100,-0.0900,-0.4200
1819299938304,20.5625,-44.8750,-36.0625,-0.3300,-0.1700,0.0500
1819319992320,11.8125,-45.7500,-35.8125,-0.4400,0.1000,0.3900
1819318943744,1.6250,-46.8750,-36.7500,-0.8700,0.6200,0.6300
1819338997760,-5.5625,-50.3750,-36.3750,-0.2400,-0.0300,-0.0500
1819359051776,10.6875,-53.3750,-32.5625,-0.0200,-0.3700,-0.3000
1819378843648,24.2500,-56.3125,-26.6250,-0.2700,0.0100,-0.0400
1819398897664,19.9375,-56.8125,-23.0000,-0.7600,0.0400,0.6100
1819418951680,27.0000,-53.5000,-20.1875,-0.2900,0.2000,0.4000
1819420000256,26.5625,-53.6250,-16.8750,-0.1100,0.0200,0.2400
1819440054272,14.5625,-53.6250,-8.1250,0.1900,-0.0700,0.0100
1819460108288,3.5000,-49.8750,0.4375,-0.1300,-0.0800,0.0000
1819480031232,10.1250,-45.8125,6.3750,-0.4100,0.2500,0.2000
1819499954176,2.8750,-39.3125,9.1875,-0.4800,0.3100,0.0200
1819520008192,-14.0625,-35.6875,12.8125,-0.3600,0.1000,-0.2900
1819520008192,-14.0625,-35.6875,12.8125,-0.3600,0.1000,-0.2900
1819540062208,-17.6250,-32.6875,17.6875,-0.2500,-0.0500,-0.4400
1819560116224,-12.9375,-28.3125,23.1250,-0.1100,-0.3600,-0.1400
1819579908096,7.3125,-20.0625,30.7500,0.0200,-0.3100,-0.2200
1819599962112,33.2500,-8.1875,40.3750,-0.1400,-0.3500,-0.4300
1819618967552,56.6250,6.5000,49.9375,-0.2200,-0.0300,-0.5000
1819639021568,56.9375,16.1250,60.7500,-0.0800,-0.0800,-0.7300
1819659075584,56.6875,22.7500,71.2500,-0.1900,0.0900,-0.1000
1819678998528,45.8750,30.4375,79.5625,-0.6400,0.2200,0.2900
1819698921472,20.6875,36.3750,84.2500,-0.9000,1.2300,-0.4100
1819718975488,-13.3125,38.6250,85.1875,-0.5500,0.1100,-0.2800
1819720024064,-13.3125,38.6250,85.1875,-0.5500,0.1100,-0.2800
1819739947008,-29.6250,40.2500,84.5625,-0.4300,-0.3500,-0.1200
1819760001024,-14.2500,44.0625,79.7500,-0.4100,-0.0800,0.1400
1819779923968,-3.0625,49.9375,74.2500,-0.9500,0.7100,-0.0800
1819799977984,-13.0625,52.2500,64.3125,-0.8400,0.7500,-0.3200
1819818983424,-26.8125,46.3125,50.2500,-0.7800,0.3100,-0.1600
1819839037440,-16.0625,43.9375,43.9375,-0.4500,0.0000,0.0000
1819858960384,0.4375,47.7500,38.5625,-0.3200,-0.2400,0.2000
1819878883328,14.5000,52.1250,33.3750,-0.5500,-0.0800,0.1000
1819898937344,3.8750,57.6875,26.0625,-0.7000,0.3000,0.0300
1819918991360,-12.4375,58.8125,18.6875,-0.6700,0.0000,-0.2600
1819920039936,-12.4375,58.8125,18.6875,-0.6700,0.0000,-0.2600
1819940093952,-9.8125,57.3125,11.7500,-0.3200,-0.0200,-0.0600
1819960147968,0.0625,56.3750,-0.1250,-0.4500,0.2700,0.5700
1819979939840,-12.8125,56.3750,-14.2500,-0.6800,0.2200,0.5900
1819999993856,-22.0625,55.3750,-17.8750,-0.5800,-0.1800,0.0300
1820020047872,-16.6250,48.2500,-22.6875,-0.2900,-0.3000,-0.1000
1820020047872,-16.6250,48.2500,-22.6875,-0.2900,-0.3000,-0.1000
1820040101888,-6.6250,36.6250,-33.1250,-0.3100,0.0800,-0.0700
