timestamp,omega_x,omega_y,omega_z,alpha_x,alpha_y,alpha_z
1903720005632,0.3125,-2.0625,0.3750,-0.3100,-0.0600,0.0100
1903739928576,2.4375,-3.1875,0.8125,-0.2700,-0.1300,-0.0900
1903759982592,4.2500,-3.4375,-0.1875,-0.2900,0.0300,-0.2500
1903779905536,2.6875,-3.3750,-0.1875,-0.2700,0.0700,-0.1900
1903799959552,-0.2500,0.8750,1.0625,-0.3000,-0.0200,-0.1400
1903818964992,0.0625,2.0000,0.0000,-0.3100,-0.1500,-0.0900
1903839019008,0.0625,2.0000,0.0000,-0.3500,-0.0800,0.0000
1903859073024,-1.7500,2.3125,-0.8750,-0.3200,-0.0200,0.0400
1903878864896,-1.0625,0.1875,-0.3125,-0.3100,0.0500,0.0900
1903898918912,-1.1250,-0.5625,0.2500,-0.3000,0.0100,0.0700
1903918972928,-0.5000,-1.5625,1.8750,-0.2700,-0.1100,0.0300
1903939026944,0.0000,-2.2500,0.5625,-0.2200,-0.2100,-0.0100
1903958949888,1.2500,-2.1875,-0.3125,-0.2000,-0.1600,-0.0100
1903979003904,-0.3750,-1.8750,-1.5000,-0.1500,-0.1000,-0.1800
1903920021504,-2.8750,-0.1250,-1.6875,-0.2000,-0.1200,-0.2100
1903940075520,-5.1875,3.0625,-2.9375,-0.2400,-0.1200,-0.1900
1903960129536,-5.6250,4.7500,-3.9375,-0.2000,-0.0400,-0.0200
1903979921408,-4.0625,2.9375,-4.1250,-0.2200,-0.0100,0.0400
1903999975424,-7.3750,0.5625,-2.3125,-0.2600,-0.1000,-0.0900
1904020029440,-6.3125,1.0625,-2.3750,-0.2400,-0.0400,-0.0600
1904020029440,-4.6250,2.4375,-2.4375,-0.2400,-0.0400,-0.0600
1904040083456,-2.5625,5.0000,-2.6250,-0.2700,-0.0200,0.0300
1904060006400,-1.2500,4.1875,-2.3125,-0.2700,0.0400,0.1200
1904079929344,0.4375,2.0000,-1.0625,-0.2800,0.0100,0.0700
1904099983360,-1.3750,0.6875,-0.6250,-0.3200,0.0100,0.0900
1904118988800,-0.3750,-0.8125,-0.5625,-0.2300,0.1100,0.0900
1904139042816,3.2500,-1.8125,2.2500,-0.2100,0.0800,0.0900
1904159096832,0.5000,-2.8125,2.8125,-0.2400,-0.0500,0.0600
1904179019776,-0.5000,-2.5625,1.6250,-0.1700,-0.1900,-0.0400
1904198942720,-2.2500,-1.1875,-0.3750,-0.2100,-0.1300,-0.1800
1904218996736,-2.6250,-0.6250,-1.1250,-0.0600,0.0100,-0.1800
1904219914240,-1.8125,0.3750,-0.6875,-0.1200,0.0300,-0.2200
1904239968256,1.3125,4.1250,2.0625,-0.1800,-0.0800,-0.0800
1904260022272,0.4375,4.8125,1.7500,-0.0700,-0.2200,-0.0500
1904279945216,0.5000,3.6250,0.5625,-0.0700,-0.3000,-0.0600
1904299868160,0.1250,1.0000,-2.3750,-0.1500,-0.1600,-0.1600
1904319922176,-0.6875,2.0000,-3.5000,-0.1200,0.0700,-0.1200
1904319004672,-0.6875,2.0000,-3.5000,-0.1200,0.0700,-0.1200
1904338927616,-0.3750,3.5000,-2.4375,-0.1200,0.1100,-0.0400
1904358981632,1.1250,3.4375,1.4375,-0.1100,-0.0400,0.1000
1904378904576,1.8750,0.1250,-0.4375,-0.2800,-0.2000,0.1400
1904398958592,-1.4375,-3.4375,-3.5000,-0.2400,0.1600,-0.0500
1904420061184,-3.0000,-3.2500,-1.8125,-0.1800,0.2100,-0.1100
1904440115200,-1.2500,-0.0625,0.8125,-0.1300,0.0300,-0.1300
1904460038144,2.0625,2.6250,0.9375,-0.1500,-0.1500,-0.0800
1904479961088,-1.6250,1.6875,-2.6250,-0.2600,-0.1100,-0.0100
1904500015104,-2.6875,1.3125,-3.3750,-0.1900,0.1000,0.0500
1904520069120,-1.3750,1.3750,-1.5000,-0.1100,0.1500,0.0800
1904539992064,1.3750,0.7500,1.9375,-0.1600,-0.2300,0.0100
1904560046080,3.5625,-0.9375,0.3750,-0.1900,-0.5400,-0.0100
1904579969024,2.9375,0.9375,-5.3750,-0.2000,-0.3000,0.0000
1904600023040,-1.5625,3.0625,-8.6875,0.0500,0.2200,-0.0300
1904619945984,0.7500,1.3750,-3.3750,0.0100,0.2100,-0.1000
1904619028480,0.7500,1.3750,-3.3750,0.0100,0.2100,-0.1000
1904639082496,5.5000,-2.0000,2.0625,-0.1800,-0.2800,-0.3400
1904659005440,6.7500,-0.3750,-0.3750,-0.1100,-0.4800,-0.2600
1904678928384,7.9375,7.2500,-6.8125,-0.1200,-0.2800,-0.0800
1904698982400,1.6875,12.0000,-12.9375,-0.3000,0.3000,0.0400
1904719953920,-2.0625,8.5000,-12.8125,-0.2700,0.8200,0.0000
1904740007936,-0.3750,0.6250,-5.0000,-0.2800,0.9100,-0.1500
1904760061952,0.3125,-4.8125,2.5000,-0.2100,0.4300,-0.3100
1904779853824,1.1250,-4.8125,5.1250,-0.2000,0.0000,-0.2100
1904799907840,2.1250,3.0625,1.0000,-0.2800,-0.1800,-0.1500
1904819961856,2.3125,11.7500,-3.7500,-0.4000,0.2300,0.0800
1904818913280,2.3125,11.7500,-3.7500,-0.4000,0.2300,0.0800
1904838967296,-1.8125,13.4375,-3.3750,-0.4100,0.4300,0.2500
1904859021312,-2.0000,10.7500,1.6250,-0.3400,0.2500,0.5500
1904878944256,-1.5000,5.6875,5.1875,-0.3900,0.0000,0.6300
1904898867200,1.5000,0.6250,5.9375,-0.2600,-0.3300,0.5400
1904920100864,2.7500,-3.2500,3.1875,-0.1300,-0.3700,0.3600
1904940023808,1.8125,-5.5625,-0.6250,-0.1400,-0.3200,0.1200
1904960077824,1.1875,-7.0625,-2.2500,-0.1000,-0.0100,-0.1300
1904980000768,-0.1250,-6.1875,-0.6875,-0.0800,-0.0100,-0.2700
1905000054784,4.1250,-3.3750,2.1250,-0.0300,-0.1500,-0.2300
1905019977728,4.2500,0.3125,1.1875,-0.1600,-0.1900,-0.1500
1905040031744,0.7500,3.9375,-1.9375,-0.1400,-0.0200,-0.0900
1905060085760,0.1250,3.8125,-2.2500,-0.1700,0.1800,0.0900
1905080008704,0.5000,0.6875,-0.1875,-0.1700,0.1700,0.0500
1905099931648,1.2500,-3.4375,2.1875,-0.1300,0.0600,-0.0700
1905119068160,1.7500,-5.0000,2.4375,-0.2000,-0.1000,-0.1000
1905138991104,0.3750,-2.2500,-0.0625,-0.1500,-0.0100,-0.0800
1905159045120,-1.0625,0.4375,-1.0625,-0.1200,0.0900,-0.0400
1905178968064,0.3750,0.0000,0.3750,-0.1600,0.1200,-0.0800
1905199022080,0.1875,-3.0000,1.8750,-0.1300,0.0100,-0.1400
1905219993600,0.4375,-2.7500,2.0000,-0.2000,-0.0200,-0.0700
1905240047616,-1.2500,-0.9375,1.0000,-0.0500,0.0000,-0.0500
1905259970560,-0.5625,-1.4375,1.5625,-0.0100,-0.0200,-0.0100
1905279893504,0.3125,-3.0000,2.4375,-0.0500,-0.1700,-0.0900
1905299947520,0.7500,-4.4375,0.9375,-0.1200,-0.1600,-0.1200
1905320001536,-0.5000,-1.0625,-1.0000,-0.1200,-0.0300,-0.1500
1905318952960,-0.5000,-1.0625,-1.0000,-0.1200,-0.0300,-0.1500
1905339006976,-1.5625,3.4375,-1.5625,-0.1500,0.0700,-0.2200
1905359060992,-0.1250,5.8750,-1.8125,-0.1400,0.1200,-0.1400
1905378852864,0.7500,4.9375,-0.0625,-0.1800,0.0700,-0.0100
1905398906880,0.8125,3.0000,0.5625,-0.1800,0.0600,0.1100
1905418960896,1.6875,2.5625,0.2500,-0.2200,0.0500,0.1300
