timestamp,x,y,z
86385281204224,178.5000,178.5000,88.3750
86385373478912,178.5625,178.5625,88.3750
86385482530816,178.5625,178.5625,88.3750
86385574805504,178.8125,178.8125,88.3750
86385566416896,178.8750,178.8750,88.3750
86385784520704,178.8125,178.8125,88.3750
86385876795392,179.0625,179.0625,88.3125
86385977458688,179.2500,179.2500,88.1875
86386078121984,179.3750,179.3750,88.1250
86386170396672,179.4375,179.4375,88.0000
86386271059968,179.8125,179.8125,87.7500
86386363334656,179.9375,179.9375,87.5000
86386472386560,179.8125,179.8125,87.5000
86386472386560,179.6250,179.6250,87.3750
86386665324544,179.6875,179.6875,87.3125
86386665324544,179.8750,179.8750,87.2500
86386665324544,180.0000,180.0000,86.9375
851709060448256,180.3125,180.3125,86.7500
851710067081216,180.5625,180.5625,86.5000
851710067081216,180.7500,180.7500,86.0625
86387277692928,181.0000,181.0000,85.7500
86387277692928,181.1250,181.1250,85.5625
86414481948672,181.4375,181.4375,85.3750
86387579682816,181.8125,181.8125,84.8125
118814675042304,182.2500,182.2500,84.2500
851717046403072,182.8750,182.8750,83.6875
86414859436032,184.1250,184.1250,83.0625
86414859436032,184.6250,184.6250,81.0625
118788066377728,185.3125,185.3125,75.8750
86388166885376,185.6875,185.6875,70.5000
86388275937280,187.1250,187.1250,65.2500
86388376600576,188.9375,188.9375,60.6875
86388477263872,191.1250,191.1250,56.0000
86388569538560,192.8750,192.8750,50.6875
86389022523392,192.0625,192.0625,44.4375
86389022523392,189.8750,189.8750,38.5000
86389022523392,187.1875,187.1875,32.9375
86389005746176,183.6250,183.6250,29.0000
86389014134784,181.0625,181.0625,27.3750
86389022523392,178.5625,178.5625,25.5000
86389274181632,176.7500,176.7500,24.1250
86139981529088,174.7500,174.7500,22.5000
86139973140480,173.5625,173.5625,21.3125
86139989917696,172.4375,172.4375,20.0625
86139981529088,172.0000,172.0000,19.4375
86139998306304,171.0625,171.0625,18.8125
86139973140480,170.3750,170.3750,18.1250
86139989917696,170.6250,170.6250,18.1250
86139989917696,171.5000,171.5000,18.1250
86139973140480,173.6250,173.6250,18.2500
86139989917696,177.0000,177.0000,18.6250
86139973140480,178.5000,178.5000,18.8125
86139973140480,178.8125,178.8125,16.5625
86390566027264,178.6875,178.6875,14.6250
86390666690560,177.0000,177.0000,13.1875
86390758965248,176.1875,176.1875,11.7500
86390767353856,176.0000,176.0000,10.5625
86390775742464,175.7500,175.7500,9.7500
86390775742464,173.5000,173.5000,7.4375
86390758965248,174.1250,174.1250,8.0625
86390775742464,172.8125,172.8125,7.6875
86390767353856,171.2500,171.2500,5.6250
86391463608320,169.5000,169.5000,2.5625
86391572660224,168.8125,168.8125,0.0625
86391673323520,167.9375,167.9375,-2.1875
86391773986816,166.8125,166.8125,-4.8750
86391782375424,166.4375,166.4375,-6.8125
86391765598208,166.1250,166.1250,-9.3750
86391765598208,167.4375,167.4375,-11.0000
86391765598208,168.9375,168.9375,-10.1250
86391782375424,169.8125,169.8125,-8.3750
86391782375424,170.8125,170.8125,-7.1875
86391773986816,172.2500,172.2500,-6.1875
86391773986816,174.0000,174.0000,-4.6875
86391757209600,174.5000,174.5000,-2.8750
86391773986816,174.6250,174.6250,-2.1875
86391757209600,174.9375,174.9375,-1.8750
86391765598208,174.2500,174.2500,-1.8750
86391765598208,173.3750,173.3750,-1.6250
86391765598208,173.0625,173.0625,-1.3750
86393275547648,173.0625,173.0625,-1.1875
851733085421568,173.1250,173.1250,-0.6250
851733085421568,173.1875,173.1875,-0.9375
851733085421568,173.3125,173.3125,-1.1875
851733085421568,173.1250,173.1250,-1.2500
851733085421568,173.5000,173.5000,-1.8750
851733085421568,174.4375,174.4375,-2.1250
851733085421568,175.0000,175.0000,-2.0625
851733085421568,175.9375,175.9375,-1.9375
851733085421568,177.1875,177.1875,-1.8750
86394273792000,177.3125,177.3125,-2.2500
86394282180608,178.3125,178.3125,-2.4375
86394257014784,178.2500,178.2500,-2.4375
86194566201344,178.0625,178.0625,-3.3750
9395516735488,177.9375,177.9375,-4.1250
9395516735488,177.8750,177.8750,-4.6875
9395516735488,177.8750,177.8750,-5.1250
86394961657856,177.8750,177.8750,-5.4375
86395070709760,177.8750,177.8750,-5.6875
86395162984448,177.8750,177.8750,-5.8750
86395263647744,177.8125,177.8125,-6.0625
86395355922432,177.8125,177.8125,-6.1875
86395473362944,177.8125,177.8125,-6.3125
86395565637632,177.8125,177.8125,-6.3750
86395674689536,177.8125,177.8125,-6.4375
86395766964224,177.8125,177.8125,-6.5625
86395867627520,177.8125,177.8125,-6.6250
86395976679424,177.8125,177.8125,-6.6875
86396068954112,177.8125,177.8125,-6.6875
86396161228800,177.8125,177.8125,-6.7500
86396261892096,177.8125,177.8125,-6.8125
86396370944000,177.8125,177.8125,-6.8750
86396471607296,177.8125,177.8125,-6.8750
86396572270592,177.8125,177.8125,-6.9375
86396672933888,177.8125,177.8125,-6.9375
86396781985792,177.8125,177.8125,-7.0000
86396857483264,177.8125,177.8125,-7.0000
86396966535168,177.8125,177.8125,-7.0625
86397067198464,177.8125,177.8125,-7.0625
86397159473152,177.8125,177.8125,-7.1250
86397285302272,177.8125,177.8125,-7.1250
86397360799744,177.8125,177.8125,-7.1250
86397478240256,177.8125,177.8125,-7.1250
86397562126336,177.8125,177.8125,-7.1250
86397646012416,177.8125,177.8125,-7.1250
86397763452928,177.8125,177.8125,-7.1250
86397855727616,177.8125,177.8125,-7.1250
86397964779520,177.8125,177.8125,-7.1250
86398065442816,177.8125,177.8125,-7.1250
86398157717504,177.8125,177.8125,-7.1250
86398275158016,177.8125,177.8125,-7.1250
9398593257472,177.8125,177.8125,-7.1250
9398586966016,177.8125,177.8125,-7.1250
9398593257472,177.8125,177.8125,-7.1250
86398652645376,177.8125,177.8125,-7.1250
13979968602112,177.8125,177.8125,-7.1250
851788047581184,177.8125,177.8125,-7.1250
851788047581184,177.8125,177.8125,-7.1250
86199079272448,177.8125,177.8125,-7.1250
86399164350464,177.8125,177.8125,-7.1250
86399281790976,177.8125,177.8125,-7.1250
86399365677056,177.8125,177.8125,-7.1250
86399483117568,177.8125,177.8125,-7.1250
86399567003648,177.8125,177.8125,-7.1250
86399676055552,177.8125,177.8125,-7.1250
86399759941632,177.8125,177.8125,-7.1250
86399868993536,177.8125,177.8125,-7.1250
86399978045440,177.8125,177.8125,-7.1250
70063696,177.8125,177.8125,-7.1250
163694256,177.8125,177.8125,-7.1250
269063680,177.8125,177.8125,-7.1250
370063680,177.8125,177.8125,-7.1250
462694272,177.8125,177.8125,-7.1250
563694208,177.8125,177.8125,-7.1250
670063744,177.8125,177.8125,-7.1250
756324800,177.8125,177.8125,-7.1250
749955392,177.8125,177.8125,-7.1250
762694208,177.8125,177.8125,-7.1250
67324840,177.8125,177.8125,-7.1250
1157324928,177.8125,177.8125,-7.1250
1256324864,177.8125,177.8125,-7.1250
1357324800,177.8125,177.8125,-7.1250
1370063616,177.8125,177.8125,-7.1250
1357324800,177.8125,177.8125,-7.1250
660050935808,177.8125,177.8125,-7.1250
660070072320,177.8125,177.8125,-7.1250
660063715328,177.8125,177.8125,-7.1250
660070072320,177.8125,177.8125,-7.1250
2050955264,177.8125,177.8125,-7.1250
2070063616,177.8125,177.8125,-7.1250
2275432960,177.8125,177.8125,-7.1250
2344585984,177.8125,177.8125,-7.1250
2469063424,177.8125,177.8125,-7.1250
2557324800,177.8125,177.8125,-7.1250
